State,Company Type,Company,Name_Part_Affiliation,District,Layer_ID,State_fips,Governor,Gov_party_aff,Senator_1,Senator_1_aff,Senator_1_class,Senator_2,Senator_2_aff,Senator_2_class,Senate_aff
Ohio,IOU,American Electric Power Co Inc,Bob Latta (R),OH - 05,515,42,Josh Shapiro (D),Democratic,"Bob Casey, Jr. (D)",Democratic,1,John Fetterman (D),Democratic,3,2D
Ohio,IOU,FirstEnergy Corp,Bob Latta (R),OH - 05,515,54,Jim Justice (R),Republican,Joe Mancin (D),Democratic,1,Jim Justice (R),Republican,2,1D1R
Ohio,IOU,American Electric Power Co Inc,Bill Johnson (R),OH - 06,515,54,Jim Justice (R),Republican,Joe Mancin (D),Democratic,1,Jim Justice (R),Republican,2,1D1R
Ohio,IOU,FirstEnergy Corp,Bill Johnson (R),OH - 06,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Ohio,IOU,American Electric Power Co Inc,Max Miller (R),OH - 07,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Ohio,IOU,FirstEnergy Corp,Max Miller (R),OH - 07,515,50,Phil Scott (R),Republican,Bernie Sanders (I),Independent,1,Peter Welch (D),Democratic,3,1D1I
Ohio,IOU,AES Corp ,Warren Davidson (R),OH - 08,515,15,Josh Green (D),Democratic,Mazie Hirono (D),Democratic,1,Brian Schatz (D),Democratic,3,2D
Ohio,IOU,American Electric Power Co Inc,Warren Davidson (R),OH - 08,515,15,Josh Green (D),Democratic,Mazie Hirono (D),Democratic,1,Brian Schatz (D),Democratic,3,2D
Ohio,IOU,Duke Energy Corp,Warren Davidson (R),OH - 08,515,15,Josh Green (D),Democratic,Mazie Hirono (D),Democratic,1,Brian Schatz (D),Democratic,3,2D
Ohio,IOU,American Electric Power Co Inc,Marcy Kaptur (D),OH - 09,515,15,Josh Green (D),Democratic,Mazie Hirono (D),Democratic,1,Brian Schatz (D),Democratic,3,2D
Ohio,IOU,FirstEnergy Corp,Marcy Kaptur (D),OH - 09,515,16,Brad Little (R),Republican,Jim Risch (R),Republican,2,Mike Crapo (R),Republican,3,2R
Ohio,IOU,AES Corp ,Mike Turner (R),OH - 10,515,16,Brad Little (R),Republican,Jim Risch (R),Republican,2,Mike Crapo (R),Republican,3,2R
Ohio,IOU,FirstEnergy Corp,Mike Turner (R),OH - 10,515,41,Tina Kotek (D),Democratic,Jeff Merkley (D),Democratic,2,Ron Wyden (D),Democratic,3,2D
Ohio,IOU,FirstEnergy Corp,Shontel Brown (D),OH - 11,515,5,Sarah Huckabee-Sanders (R),Republican,Tom Cotton (R),Republican,2,John Boozman (R),Republican,3,2R
Ohio,IOU,American Electric Power Co Inc,Troy Balderson (R),OH - 12,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Ohio,IOU,American Electric Power Co Inc,Emilia Sykes (D),OH - 13,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Ohio,IOU,FirstEnergy Corp,Emilia Sykes (D),OH - 13,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Ohio,IOU,FirstEnergy Corp,David Joyce (R),OH - 14,515,20,Laura Kelly (D),Democratic,Roger Marshall (R),Republican,2,Jerry Moran (R),Republican,3,2R
Ohio,IOU,AES Corp ,Mike Carey (R),OH - 15,515,29,Mike Parson (R),Republican,Josh Hawley (R),Republican,1,Eric Schmitt (R),Republican,3,2R
Ohio,IOU,American Electric Power Co Inc,Mike Carey (R),OH - 15,515,29,Mike Parson (R),Republican,Josh Hawley (R),Republican,1,Eric Schmitt (R),Republican,3,2R
Ohio,IOU,FirstEnergy Corp,Mike Carey (R),OH - 15,515,33,Chris Sununu (R),Republican,Jeanne Shaheen (D),Democratic,2,Maggie Hassan (D),Democratic,3,2D
Oklahoma,IOU,American Electric Power Co Inc,Kevin Hern (R),OK - 1,515,33,Chris Sununu (R),Republican,Jeanne Shaheen (D),Democratic,2,Maggie Hassan (D),Democratic,3,2D
Oklahoma,IOU,OGE Energy Corp,Kevin Hern (R),OK - 1,515,40,Kevin Stitt (R),Republican,Markwayne Mullin (R),Republican,2,ames Lankford (R),Republican,3,2R
Oklahoma,IOU,American Electric Power Co Inc,Josh Brecheen (R),OK - 2,515,30,Greg Gianforte (R),Republican,Jon Tester (D),Democratic,1,Steve Daines (R),Republican,2,1D1R
Oklahoma,IOU,Liberty,Josh Brecheen (R),OK - 2,515,38,Doug Burgum (R),Republican,Kevin Cramer (R),Republican,1,John Hoeven (R),Republican,3,2R
Oklahoma,IOU,OGE Energy Corp,Josh Brecheen (R),OK - 2,515,46,Kristi Noem (R),Republican,Mike Rounds (R),Republican,2,John Thune (R),Republican,3,2R
Oklahoma,IOU,American Electric Power Co Inc,Frank Lucas (R),OK - 3,515,56,Mark Gordon (R),Republican,John Barrasso (R),Republican,1,Cynthia Lummis (R),Republican,2,2R
Oklahoma,IOU,OGE Energy Corp,Frank Lucas (R),OK - 3,515,55,Tony Evers (D),Democratic,Tammy Baldwin (D),Democratic,1,Ron Johnson (R),Republican,3,1D1R
Oklahoma,IOU,Xcel Energy Inc,Frank Lucas (R),OK - 3,515,17,J.B. Pritzker (D),Democratic,Dick Durbin (D),Democratic,2,Tammy Duckworth (D),Democratic,3,2D
Oklahoma,IOU,American Electric Power Co Inc,Tom Cole (R),OK - 4,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oklahoma,IOU,OGE Energy Corp,Tom Cole (R),OK - 4,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oklahoma,IOU,OGE Energy Corp,Stephanie Bice (R),OK - 5,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oregon,IOU,Berkshire Hathaway Energy,Suzanne Bonamici (D),OR - 1,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oregon,IOU,Portland General Electric Co,Suzanne Bonamici (D),OR - 1,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oregon,IOU,Berkshire Hathaway Energy,Cliff Bentz (R),OR - 2,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oregon,IOU,IDACORP Inc,Cliff Bentz (R),OR - 2,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oregon,IOU,Berkshire Hathaway Energy,Earl Blumenauer (D),OR - 3,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oregon,IOU,Portland General Electric Co,Earl Blumenauer (D),OR - 3,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oregon,IOU,Berkshire Hathaway Energy,Val Hoyle (D),OR - 4,515,25,Maura Healey (D),Democratic,Elizabeth Warren (D),Democratic,1,Ed Markey (D),Democratic,2,2D
Oregon,IOU,Berkshire Hathaway Energy,Lori Chavez-DeRemer (R),OR - 5,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Oregon,IOU,Portland General Electric Co,Lori Chavez-DeRemer (R),OR - 5,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Oregon,IOU,Berkshire Hathaway Energy,Andrea Salinas (D),OR - 6,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Oregon,IOU,Portland General Electric Co,Andrea Salinas (D),OR - 6,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Pennsylvania,IOU,Exelon Corp,Brian Fitzpatrick (R),PA - 01,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Pennsylvania,IOU,FirstEnergy Corp,Brian Fitzpatrick (R),PA - 01,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Pennsylvania,IOU,PPL Corp,Brian Fitzpatrick (R),PA - 01,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Pennsylvania,IOU,Exelon Corp,Brendan Boyle (D),PA - 02,515,36,Kathy Hochul (D),Democratic,Kirsten Gillibrand (D),Democratic,1,Chuck Schumer (D),Democratic,3,2D
Pennsylvania,IOU,Exelon Corp,Dwight Evans (D),PA - 03,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,Exelon Corp,Madeleine Dean (D),PA - 04,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,FirstEnergy Corp,Madeleine Dean (D),PA - 04,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,PPL Corp,Madeleine Dean (D),PA - 04,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,Exelon Corp,Mary Gay Scanlon (D),PA - 05,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,Exelon Corp,Chrissy Houlahan (D),PA - 06,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,FirstEnergy Corp,Chrissy Houlahan (D),PA - 06,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,PPL Corp,Chrissy Houlahan (D),PA - 06,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,FirstEnergy Corp,Susan Wild (D),PA - 07,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,PPL Corp,Susan Wild (D),PA - 07,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,FirstEnergy Corp,Matt Cartwright (D),PA - 08,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,PPL Corp,Matt Cartwright (D),PA - 08,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,UGI Corp,Matt Cartwright (D),PA - 08,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,FirstEnergy Corp,Matt Cartwright (D),PA - 09,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,PPL Corp,Matt Cartwright (D),PA - 09,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,UGI Corp,Matt Cartwright (D),PA - 09,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,FirstEnergy Corp,Dan Meuser (R),PA - 10,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,PPL Corp,Dan Meuser (R),PA - 10,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,Exelon Corp,Scott Perry (R),PA - 11,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,FirstEnergy Corp,Scott Perry (R),PA - 11,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,PPL Corp,Scott Perry (R),PA - 11,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,Duquesne Light Co,Lloyd Smucker (R),PA - 12,515,12,Ron DeSantis (R),Republican,Rick Scott (R),Republican,1,Marco Rubio (R),Republican,3,
Pennsylvania,IOU,FirstEnergy Corp,Lloyd Smucker (R),PA - 12,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Pennsylvania,IOU,FirstEnergy Corp,Summer Lee (D),PA - 13,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Pennsylvania,IOU,PPL Corp,Summer Lee (D),PA - 13,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Pennsylvania,IOU,FirstEnergy Corp,John Joyce (R),PA - 14,515,18,Eric Holcomb (R),Republican,Mike Braun (R),Republican,1,Todd Young (R),Republican,3,2R
Pennsylvania,IOU,FirstEnergy Corp,Guy Renchenthaler (R),PA - 15,515,30,Greg Gianforte (R),Republican,Jon Tester (D),Democratic,1,Steve Daines (R),Republican,2,1D1R
Pennsylvania,IOU,PPL Corp,Guy Renchenthaler (R),PA - 15,515,30,Greg Gianforte (R),Republican,Jon Tester (D),Democratic,1,Steve Daines (R),Republican,2,1D1R
Pennsylvania,IOU,FirstEnergy Corp,Mike Kelly (R),PA - 16,515,46,Kristi Noem (R),Republican,Mike Rounds (R),Republican,2,John Thune (R),Republican,3,2R
Pennsylvania,IOU,Duquesne Light Co,Chris Deluzio (D),PA - 17,515,56,Mark Gordon (R),Republican,John Barrasso (R),Republican,1,Cynthia Lummis (R),Republican,2,2R
Pennsylvania,IOU,FirstEnergy Corp,Chris Deluzio (D),PA - 17,515,5,Sarah Huckabee-Sanders (R),Republican,Tom Cotton (R),Republican,2,John Boozman (R),Republican,3,2R
Rhode Island,IOU,PPL Corp,David Cicilline (D),RI - 1,515,5,Sarah Huckabee-Sanders (R),Republican,Tom Cotton (R),Republican,2,John Boozman (R),Republican,3,2R
Rhode Island,IOU,PPL Corp,Seth Magaziner (D),RI - 2,515,40,Kevin Stitt (R),Republican,Markwayne Mullin (R),Republican,2,James Lankford (R),Republican,3,2R
South Carolina,IOU,Dominion Energy Inc,Nancy Mace (R),SC - 1,515,40,Kevin Stitt (R),Republican,Markwayne Mullin (R),Republican,2,ames Lankford (R),Republican,3,2R
South Carolina,IOU,Dominion Energy Inc,Joe Wilson (R),SC - 2,515,40,Kevin Stitt (R),Republican,Markwayne Mullin (R),Republican,2,James Lankford (R),Republican,3,2R
South Carolina,IOU,Dominion Energy Inc,Jeff Duncan (R),SC - 3,515,40,Kevin Stitt (R),Republican,Markwayne Mullin (R),Republican,2,James Lankford (R),Republican,3,2R
South Carolina,IOU,Duke Energy Corp,Jeff Duncan (R),SC - 3,515,40,Kevin Stitt (R),Republican,Markwayne Mullin (R),Republican,2,James Lankford (R),Republican,3,2R
South Carolina,IOU,Duke Energy Corp,William Timmons (R),SC - 4,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Carolina,IOU,Dominion Energy Inc,Ralph Norman (R),SC - 5,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Carolina,IOU,Duke Energy Corp,Ralph Norman (R),SC - 5,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Carolina,IOU,Dominion Energy Inc,Jim Clyburn (D),SC - 6,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Carolina,IOU,Duke Energy Corp,Jim Clyburn (D),SC - 6,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Carolina,IOU,Duke Energy Corp,Russell Fry (R),SC - 7,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Dakota,IOU,Black Hills Corp,Dusty Johnson (R),SD - at Large,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Dakota,IOU,MDU Resources Group Inc,Dusty Johnson (R),SD - at Large,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Dakota,IOU,NorthWestern Corp,Dusty Johnson (R),SD - at Large,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Dakota,IOU,Otter Tail Corp,Dusty Johnson (R),SD - at Large,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
South Dakota,IOU,Xcel Energy Inc,Dusty Johnson (R),SD - at Large,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Tennessee,IOU,American Electric Power Co Inc,Diana Harshbarger (R),TN - 1,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,American Electric Power Co Inc,Nathaniel Moran (R),TX - 01,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,Oncor Electric Delivery,Nathaniel Moran (R),TX - 01,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,PNM Resources Inc,Nathaniel Moran (R),TX - 01,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,CenterPoint Energy Inc,Dan Crenshaw (R),TX - 02,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,Entergy Corp,Dan Crenshaw (R),TX - 02,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,Oncor Electric Delivery,Keith Self (R),TX - 03,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,PNM Resources Inc,Keith Self (R),TX - 03,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,American Electric Power Co Inc,Pat Fallon (R),TX - 04,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,Oncor Electric Delivery,Pat Fallon (R),TX - 04,515,27,Tim Walz (DFL),Democratic,Amy Klobuchar (DFL),Democratic,1,Tina Smith (DFL),Democratic,2,2D
Texas,IOU,PNM Resources Inc,Pat Fallon (R),TX - 04,515,27,Tim Walz (DFL),Democratic,Amy Klobuchar (DFL),Democratic,1,Tina Smith (DFL),Democratic,2,2D
Texas,IOU,American Electric Power Co Inc,Lance Gooden (R),TX - 05,515,38,Doug Burgum (R),Republican,Kevin Cramer (R),Republican,1,John Hoeven (R),Republican,3,2R
Texas,IOU,Oncor Electric Delivery,Lance Gooden (R),TX - 05,515,46,Kristi Noem (R),Republican,Mike Rounds (R),Republican,2,John Thune (R),Republican,3,2R
Texas,IOU,Oncor Electric Delivery,Jake Ellzey (R),TX - 06,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,PNM Resources Inc,Jake Ellzey (R),TX - 06,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,CenterPoint Energy Inc,Lizzie Fletcher (D),TX - 07,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,CenterPoint Energy Inc,Morgan Luttrell (R),TX - 08,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Entergy Corp,Morgan Luttrell (R),TX - 08,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,CenterPoint Energy Inc,Al Green (D),TX - 09,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,American Electric Power Co Inc,Michael McCaul (R),TX - 10,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,CenterPoint Energy Inc,Michael McCaul (R),TX - 10,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Entergy Corp,Michael McCaul (R),TX - 10,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Oncor Electric Delivery,Michael McCaul (R),TX - 10,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,American Electric Power Co Inc,August Pflueger (R),TX - 11,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Oncor Electric Delivery,August Pflueger (R),TX - 11,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Oncor Electric Delivery,Kay Granger (R),TX - 12,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,American Electric Power Co Inc,Ronny Jackson (R),TX - 13,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Oncor Electric Delivery,Ronny Jackson (R),TX - 13,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,PNM Resources Inc,Ronny Jackson (R),TX - 13,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Xcel Energy Inc,Ronny Jackson (R),TX - 13,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,CenterPoint Energy Inc,Randy Weber (R),TX - 14,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Entergy Corp,Randy Weber (R),TX - 14,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,PNM Resources Inc,Randy Weber (R),TX - 14,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,American Electric Power Co Inc,Monica De La Cruz (R),TX - 15,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,El Paso Electric Co,Veronica Escobar (D),TX - 16,515,6,Gavin Newsom (D),Democratic,Dianne Feinstein (D),Democratic,1,Alex Padilla (D),Democratic,3,2D
Texas,IOU,Entergy Corp,Pete Sessions (R),TX - 17,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,Oncor Electric Delivery,Pete Sessions (R),TX - 17,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,PNM Resources Inc,Pete Sessions (R),TX - 17,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,CenterPoint Energy Inc,Sheila Jackson Lee (D),TX - 18,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,American Electric Power Co Inc,Jodey Arrington (R),TX - 19,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,Oncor Electric Delivery,Jodey Arrington (R),TX - 19,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,Xcel Energy Inc,Jodey Arrington (R),TX - 19,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,American Electric Power Co Inc,Chip Roy (R),TX - 21,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,American Electric Power Co Inc,Troy Nehls (R),TX - 22,515,4,Katie Hobbs (D),Democratic,Kyrsten Sinema (D),Democratic,1,Mark Kelly (D),Democratic,3,2D
Texas,IOU,CenterPoint Energy Inc,Troy Nehls (R),TX - 22,515,35,Michelle Lujan Grisham (D),Democratic,Martin Heinrich (D),Democratic,1,Ben Ray Lujan (D),Democratic,2,2D
Texas,IOU,PNM Resources Inc,Troy Nehls (R),TX - 22,515,35,Michelle Lujan Grisham (D),Democratic,Martin Heinrich (D),Democratic,1,Ben Ray Lujan (D),Democratic,2,2D
Texas,IOU,American Electric Power Co Inc,Tony Gonzales (R),TX - 23,515,35,Michelle Lujan Grisham (D),Democratic,Martin Heinrich (D),Democratic,1,Ben Ray Lujan (D),Democratic,2,2D
Texas,IOU,El Paso Electric Co,Tony Gonzales (R),TX - 23,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,Oncor Electric Delivery,Tony Gonzales (R),TX - 23,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,PNM Resources Inc,Tony Gonzales (R),TX - 23,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,Oncor Electric Delivery,Beth Van Duyne (R),TX - 24,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,PNM Resources Inc,Beth Van Duyne (R),TX - 24,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,American Electric Power Co Inc,Roger Williams (R),TX - 25,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,Oncor Electric Delivery,Roger Williams (R),TX - 25,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
Texas,IOU,PNM Resources Inc,Roger Williams (R),TX - 25,515,48,Greg Abbott (R),Republican,Ted Cruz (R),Republican,1,John Cornyn (R),Republican,2,2R
